Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Order_Date,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),distance,order_making(min),delivery_time(min)
22.552996,88.35231,22.612996,88.41231,20:10:00,20:25:00,15-02-2022,Cloudy,Jam,Meal,scooter,1,Urban,26,9.067335990425772,15,11
17.438263,78.397865,17.548263,78.507865,22:15:00,22:25:00,10-03-2022,Cloudy,Low,Drinks,motorcycle,1,Metropolitian,32,16.872734408010626,10,22
30.895204,75.822103,30.955204,75.882103,17:30:00,17:45:00,15-02-2022,Fog,Medium,Drinks,motorcycle,1,Metropolitian,27,8.782787578437159,15,12
11.022169,76.999594,11.132169,77.109594,19:55:00,20:05:00,20-03-2022,Sunny,Jam,Buffet,motorcycle,1,Urban,31,17.10253141310344,10,21
19.131141,72.813074,19.241141,72.923074,18:55:00,19:05:00,23-03-2022,Cloudy,Medium,Buffet,scooter,1,Metropolitian,32,16.796129650059807,10,22
26.90294,75.793007,27.04294,75.933007,21:20:00,21:35:00,20-03-2022,Stormy,Jam,Snack,scooter,0,Metropolitian,22,20.82829451699757,15,7
30.895204,75.822103,31.035204,75.962103,17:15:00,17:30:00,18-02-2022,Cloudy,Medium,Buffet,motorcycle,1,Metropolitian,40,20.48960182813949,15,25
23.353783,85.326967,23.483783,85.456967,20:00:00,20:10:00,14-03-2022,Sunny,Jam,Meal,scooter,1,Metropolitian,24,19.59126114572951,10,14
18.55144,73.804855,18.57144,73.824855,09:25:00,09:35:00,09-03-2022,Windy,Low,Buffet,scooter,1,Urban,25,3.059118030760586,10,15
22.310329,73.169083,22.390329,73.249083,17:55:00,18:05:00,16-03-2022,Stormy,Medium,Snack,electric_scooter,1,Metropolitian,25,12.0989529796992,10,15
26.902328,75.794257,26.952328,75.844257,21:50:00,22:05:00,05-03-2022,Stormy,Jam,Snack,electric_scooter,1,Metropolitian,28,7.439985356282965,15,13
26.849596,75.800512,26.979596,75.930512,22:30:00,22:35:00,31-03-2022,Cloudy,Low,Meal,motorcycle,1,Metropolitian,27,19.34490682154861,5,22
10.035573,76.336958,10.095573,76.396958,20:30:00,20:40:00,11-02-2022,Sandstorms,Jam,Snack,motorcycle,1,Metropolitian,30,9.343471539445863,10,20
12.323994,76.626167,12.453994,76.756167,17:55:00,18:00:00,16-03-2022,Fog,Medium,Buffet,motorcycle,1,Metropolitian,34,20.166026938026103,5,29
13.045479,80.23311,13.105479,80.29311,23:00:00,23:10:00,09-03-2022,Cloudy,Low,Drinks,electric_scooter,1,Urban,18,9.295364404085742,10,8
13.086438,80.220672,13.146439,80.280672,18:20:00,18:30:00,15-03-2022,Windy,Medium,Meal,scooter,0,Metropolitian,30,9.294705791241627,10,20
26.902908,75.792934,26.992908,75.882934,23:40:00,23:45:00,25-03-2022,Windy,Low,Snack,scooter,1,Urban,15,13.39091144683634,5,10
23.39925,85.390464,23.43925,85.430464,15:10:00,15:20:00,13-03-2022,Fog,Medium,Buffet,motorcycle,1,Urban,31,6.0280717308551015,10,21
22.753659,75.903365,22.783659,75.933365,22:50:00,23:05:00,11-03-2022,Cloudy,Low,Meal,motorcycle,1,Metropolitian,26,4.530901473573473,15,11
15.544419,73.755736,15.564419,73.775736,11:45:00,11:50:00,15-02-2022,Stormy,High,Meal,motorcycle,0,Metropolitian,31,3.082261951757635,5,26
11.000762,76.981876,11.010762,76.991876,10:00:00,10:10:00,21-03-2022,Windy,Low,Buffet,motorcycle,1,Metropolitian,26,1.5549575617693234,10,16
10.994136,76.963303,11.084136,77.053303,18:10:00,18:15:00,02-03-2022,Fog,Medium,Drinks,motorcycle,1,Metropolitian,42,13.993853622293804,5,37
10.994136,76.963303,11.034136,77.003303,12:40:00,12:50:00,03-04-2022,Cloudy,High,Meal,scooter,0,Metropolitian,37,6.219745115417305,10,27
18.546947,73.900626,18.596947,73.950626,20:50:00,21:00:00,30-03-2022,Sandstorms,Jam,Buffet,motorcycle,1,Metropolitian,31,7.647576369764891,10,21
19.254567,72.848923,19.344567,72.938923,20:40:00,20:55:00,06-03-2022,Sandstorms,Jam,Meal,scooter,1,Metropolitian,30,13.737901435757422,15,15
10.020683,76.310631,10.130683,76.420631,18:55:00,19:05:00,18-02-2022,Stormy,Medium,Buffet,motorcycle,1,Metropolitian,49,17.12943783376814,10,39
21.157735,72.768778,21.227735,72.838778,22:20:00,22:30:00,12-03-2022,Sunny,Low,Drinks,motorcycle,1,Urban,25,10.625437740338008,10,15
30.914057,75.83982,31.054057,75.97982,23:00:00,23:10:00,12-02-2022,Fog,Low,Meal,motorcycle,1,Metropolitian,40,20.487920381103788,10,30
21.15276,72.778059,21.23276,72.858059,23:20:00,23:30:00,06-04-2022,Cloudy,Low,Drinks,motorcycle,1,Metropolitian,40,12.143356311935612,10,30
22.745536,75.893106,22.825536,75.973106,20:00:00,20:15:00,16-03-2022,Windy,Jam,Meal,scooter,1,Urban,33,12.08173006527396,15,18
18.927584,72.832585,18.947584,72.852585,11:35:00,11:45:00,15-03-2022,Windy,High,Snack,motorcycle,1,Metropolitian,15,3.0559602152005696,10,5
22.761226,75.887522,22.811226,75.937522,23:15:00,23:30:00,21-03-2022,Windy,Low,Drinks,scooter,1,Metropolitian,17,7.551064369580295,15,2
22.74806,75.8934,22.79806,75.9434,22:25:00,22:35:00,30-03-2022,Stormy,Low,Snack,scooter,1,Metropolitian,20,7.551392642751796,10,10
21.170096,72.789122,21.190096,72.809122,08:35:00,08:50:00,05-04-2022,Sandstorms,Low,Buffet,electric_scooter,1,Metropolitian,17,3.035957834367633,15,2
12.352058,76.60665,12.442058,76.69665,21:40:00,21:45:00,14-03-2022,Fog,Jam,Drinks,scooter,1,Metropolitian,45,13.960889853665336,5,40
26.90519,75.810753,26.99519,75.900753,22:50:00,23:00:00,31-03-2022,Sunny,Low,Drinks,motorcycle,0,Metropolitian,28,13.390793718689237,10,18
17.41233,78.449654,17.42233,78.459654,09:40:00,09:55:00,17-03-2022,Stormy,Low,Meal,motorcycle,1,Urban,24,1.5341836727606684,15,9
18.569156,73.774723,18.629156,73.834723,23:35:00,23:50:00,07-03-2022,Windy,Low,Drinks,scooter,1,Metropolitian,16,9.176411719332265,15,1
22.308096,73.167753,22.438096,73.297753,19:10:00,19:25:00,02-04-2022,Stormy,Jam,Meal,scooter,1,Metropolitian,43,19.6593440522741,15,28
26.956431,75.776649,27.046431,75.866649,17:40:00,17:50:00,02-04-2022,Sandstorms,Medium,Snack,scooter,0,Metropolitian,34,13.38814811526778,10,24
21.170798,72.790489,21.230798,72.850489,17:50:00,17:55:00,15-03-2022,Stormy,Medium,Drinks,motorcycle,1,Urban,36,9.107291566563282,5,31
22.751234,75.88949,22.801234,75.93949,17:40:00,17:55:00,24-03-2022,Cloudy,Medium,Buffet,motorcycle,1,Urban,17,7.55131351903882,15,2
21.173343,72.792731,21.253343,72.872731,21:55:00,22:05:00,06-04-2022,Stormy,Jam,Buffet,scooter,1,Metropolitian,33,12.14258481147855,10,23
23.353783,85.326967,23.443783,85.416967,23:00:00,23:05:00,18-03-2022,Stormy,Low,Buffet,scooter,1,Urban,18,13.564100721659605,5,13
10.994136,76.963303,11.044136,77.013303,19:35:00,19:50:00,30-03-2022,Fog,Jam,Meal,motorcycle,1,Metropolitian,32,7.774617817969158,15,17
17.428294,78.404423,17.488294,78.464423,19:40:00,19:50:00,17-03-2022,Sunny,Jam,Buffet,motorcycle,0,Urban,21,9.204136220812416,10,11
17.41233,78.449654,17.45233,78.489654,15:15:00,15:30:00,19-03-2022,Windy,Medium,Snack,motorcycle,1,Metropolitian,30,6.1364990696195605,15,15
26.474986,80.342796,26.514986,80.382796,16:15:00,16:30:00,11-02-2022,Sandstorms,Medium,Drinks,motorcycle,1,Metropolitian,33,5.961831579993184,15,18
19.254567,72.848923,19.304567,72.898923,18:10:00,18:20:00,21-03-2022,Sunny,Medium,Meal,motorcycle,0,Metropolitian,24,7.632598519840556,10,14
10.96185,76.971082,11.02185,77.031082,18:30:00,18:40:00,01-04-2022,Windy,Medium,Drinks,motorcycle,0,Urban,18,9.32995691639106,10,8
22.760072,75.892574,22.870072,76.002574,18:50:00,19:00:00,06-03-2022,Fog,Medium,Meal,motorcycle,2,Metropolitian,37,16.610756501989794,10,27
22.311844,73.165081,22.331844,73.185081,08:15:00,08:30:00,28-03-2022,Cloudy,Low,Buffet,scooter,1,Urban,17,3.025017737246228,15,2
22.308096,73.167753,22.318096,73.177753,11:15:00,11:30:00,05-03-2022,Windy,High,Snack,scooter,1,Metropolitian,28,1.5125517325857614,15,13
18.994049,72.825203,19.104049,72.935203,20:35:00,20:40:00,12-03-2022,Sunny,Jam,Snack,motorcycle,1,Metropolitian,34,16.802572110954586,5,29
19.22384,72.841347,19.31384,72.931347,21:45:00,21:50:00,10-03-2022,Stormy,Jam,Snack,motorcycle,1,Semi-Urban,52,13.739092156271752,5,47
23.357804,85.325146,23.417804,85.385146,19:20:00,19:25:00,24-03-2022,Sandstorms,Jam,Buffet,scooter,0,Metropolitian,10,9.04307025837713,5,5
21.183434,72.814492,21.263434,72.894492,23:45:00,23:50:00,20-03-2022,Fog,Low,Snack,motorcycle,2,Metropolitian,39,12.142206335992308,5,34
22.74806,75.8934,22.85806,76.0034,23:35:00,23:50:00,23-03-2022,Windy,Low,Buffet,scooter,0,Metropolitian,19,16.611416133158087,15,4
19.876106,75.340775,19.916106,75.380775,15:25:00,15:40:00,17-02-2022,Sandstorms,Medium,Snack,scooter,1,Metropolitian,21,6.095310095499031,15,6
23.359194,85.325447,23.449194,85.415447,17:55:00,18:00:00,12-03-2022,Sandstorms,Medium,Drinks,motorcycle,1,Metropolitian,32,13.563852221699795,5,27
22.310329,73.169083,22.370329,73.229083,18:55:00,19:05:00,07-03-2022,Sandstorms,Medium,Drinks,scooter,1,Metropolitian,26,9.074509257960786,10,16
12.972793,80.249982,13.052793,80.329982,23:15:00,23:20:00,29-03-2022,Windy,Low,Buffet,scooter,1,Metropolitian,17,12.395318433703864,5,12
12.352058,76.60665,12.482058,76.73665,19:55:00,20:05:00,02-04-2022,Cloudy,Jam,Drinks,motorcycle,3,Metropolitian,47,20.164987511903337,10,37
12.323994,76.626167,12.353994,76.656167,23:10:00,23:20:00,26-03-2022,Fog,Low,Snack,motorcycle,1,Urban,16,4.6541251311130205,10,6
22.32,73.17,22.33,73.18,11:50:00,12:00:00,01-03-2022,Sandstorms,High,Drinks,motorcycle,1,Metropolitian,26,1.5124934070328937,10,16
18.536718,73.830327,18.666719,73.960327,20:10:00,20:20:00,14-03-2022,Stormy,Jam,Buffet,scooter,1,Metropolitian,35,19.8821644067996,10,25
15.5696,73.742294,15.6196,73.792294,19:55:00,20:05:00,11-02-2022,Fog,Jam,Drinks,motorcycle,0,Urban,20,7.704944165014591,10,10
21.157735,72.768778,21.207735,72.818778,23:25:00,23:30:00,28-03-2022,Cloudy,Low,Drinks,scooter,0,Urban,19,7.589832671093596,5,14
18.536562,73.896485,18.556562,73.916485,11:40:00,11:55:00,03-04-2022,Stormy,High,Drinks,motorcycle,0,Metropolitian,37,3.059241752280784,15,22
12.934179,77.615797,12.954179,77.635797,11:25:00,11:35:00,15-03-2022,Fog,High,Drinks,motorcycle,1,Metropolitian,29,3.099238091225855,10,19
12.321214,76.621094,12.351214,76.651094,17:25:00,17:30:00,19-03-2022,Stormy,Medium,Buffet,motorcycle,1,Urban,26,4.654148771747972,5,21
23.333017,85.3172,23.463017,85.4472,18:35:00,18:45:00,12-03-2022,Windy,Medium,Snack,motorcycle,1,Urban,23,19.592639027044864,10,13
18.543626,73.905101,18.633626,73.995101,17:10:00,17:20:00,31-03-2022,Cloudy,Medium,Meal,motorcycle,0,Metropolitian,35,13.765011858760108,10,25
22.753659,75.903365,22.783659,75.933365,18:40:00,18:45:00,03-03-2022,Stormy,Medium,Buffet,scooter,1,Metropolitian,28,4.530901473573473,5,23
11.008638,76.984311,11.118638,77.094311,21:50:00,22:05:00,16-03-2022,Windy,Jam,Meal,scooter,1,Metropolitian,40,17.10291141849602,15,25
13.058616,80.264151,13.128616,80.334151,18:35:00,18:40:00,18-03-2022,Cloudy,Medium,Drinks,scooter,1,Metropolitian,42,10.84421095949386,5,37
30.902872,75.826808,30.932872,75.856808,19:10:00,19:15:00,11-02-2022,Sandstorms,Jam,Snack,motorcycle,1,Metropolitian,25,4.391533891842372,5,20
12.323978,76.627961,12.353978,76.657961,19:50:00,19:55:00,13-03-2022,Cloudy,Jam,Snack,scooter,1,Metropolitian,34,4.654125267189119,5,29
22.695207,75.866059,22.735207,75.906059,13:55:00,14:05:00,01-04-2022,Windy,High,Snack,motorcycle,1,Metropolitian,19,6.042266599295314,10,9
22.31279,73.170283,22.39279,73.250283,19:50:00,20:05:00,18-03-2022,Windy,Jam,Buffet,scooter,0,Metropolitian,27,12.09885639365153,15,12
19.120083,72.907385,19.230083,73.017385,23:30:00,23:40:00,18-03-2022,Fog,Low,Meal,motorcycle,0,Urban,20,16.796650852961825,10,10
26.905287,75.794592,26.985287,75.874592,21:35:00,21:50:00,31-03-2022,Fog,Jam,Meal,motorcycle,2,Urban,49,11.903152806224751,15,34
11.003008,76.97544,11.023008,76.99544,10:40:00,10:50:00,11-03-2022,Windy,Low,Snack,motorcycle,1,Metropolitian,29,3.1098783151608616,10,19
17.431477,78.40035,17.461477,78.43035,18:10:00,18:15:00,01-04-2022,Cloudy,Medium,Buffet,scooter,1,Metropolitian,19,4.602207587909277,5,14
17.483216,78.552111,17.493216,78.562111,09:20:00,09:25:00,24-03-2022,Windy,Low,Snack,scooter,0,Metropolitian,18,1.533904981392392,5,13
17.483216,78.552111,17.593216,78.662111,17:35:00,17:45:00,20-03-2022,Fog,Medium,Meal,motorcycle,1,Urban,33,16.870783873977445,10,23
18.563934,73.915367,18.643935,73.995367,23:15:00,23:25:00,31-03-2022,Sunny,Low,Drinks,motorcycle,1,Metropolitian,21,12.23513612361146,10,11
22.307898,73.167788,22.387898,73.247788,20:15:00,20:30:00,31-03-2022,Windy,Jam,Snack,scooter,1,Urban,29,12.099048379319578,15,14
26.479108,80.315042,26.609108,80.445042,21:10:00,21:25:00,12-02-2022,Cloudy,Jam,Snack,electric_scooter,1,Metropolitian,41,19.37233553755309,15,26
17.422819,78.449578,17.472819,78.499578,21:15:00,21:20:00,09-03-2022,Fog,Jam,Drinks,motorcycle,1,Metropolitian,26,7.67031950513088,5,21
21.157729,72.768726,21.187729,72.798726,19:40:00,19:45:00,15-03-2022,Sandstorms,Jam,Drinks,motorcycle,1,Metropolitian,18,4.554040165844703,5,13
17.410371,78.437225,17.460371,78.487225,21:15:00,21:20:00,03-04-2022,Windy,Jam,Drinks,electric_scooter,1,Metropolitian,25,7.670564060247191,5,20
13.058616,80.264151,13.168616,80.374151,22:55:00,23:05:00,29-03-2022,Windy,Low,Snack,electric_scooter,0,Metropolitian,18,17.040241344664327,10,8
21.173493,72.801953,21.223493,72.851953,17:20:00,17:35:00,11-03-2022,Windy,Medium,Meal,scooter,1,Metropolitian,27,7.58946370670257,15,12
17.428294,78.404423,17.538294,78.514423,20:30:00,20:40:00,04-04-2022,Sunny,Jam,Meal,scooter,0,Urban,17,16.87316634441488,10,7
17.451976,78.385883,17.481976,78.415883,19:25:00,19:40:00,01-04-2022,Sunny,Jam,Meal,motorcycle,0,Metropolitian,51,4.601965759352708,15,36
22.753839,75.897429,22.863838,76.007429,17:50:00,18:05:00,23-03-2022,Fog,Medium,Buffet,motorcycle,1,Urban,37,16.611017637184716,15,22
12.913041,77.683237,13.023041,77.793237,21:50:00,21:55:00,16-03-2022,Sandstorms,Jam,Meal,motorcycle,1,Urban,27,17.045028259070584,5,22
12.914264,77.6784,12.954264,77.7184,12:35:00,12:50:00,01-03-2022,Sandstorms,High,Drinks,scooter,0,Metropolitian,32,6.198593801100851,15,17
26.921411,75.793604,26.951411,75.823604,17:45:00,17:50:00,13-03-2022,Windy,Medium,Meal,motorcycle,1,Urban,17,4.463835175285589,5,12
21.170096,72.789122,21.300096,72.919122,21:00:00,21:05:00,04-03-2022,Windy,Jam,Buffet,scooter,1,Metropolitian,20,19.730372280538887,5,15
12.323994,76.626167,12.373994,76.676167,23:10:00,23:25:00,17-03-2022,Stormy,Low,Meal,motorcycle,1,Metropolitian,31,7.756733327341512,15,16
11.02091,76.940432,11.15091,77.070432,20:35:00,20:50:00,14-03-2022,Stormy,Jam,Buffet,motorcycle,0,Urban,30,20.21179149490365,15,15
26.910262,75.783013,27.040262,75.913013,18:40:00,18:45:00,02-03-2022,Windy,Medium,Meal,scooter,1,Metropolitian,21,19.340386614359552,5,16
30.335259,78.053162,30.465259,78.183162,21:25:00,21:35:00,12-02-2022,Sunny,Jam,Buffet,scooter,1,Urban,10,19.0725277871194,10,0
12.297954,76.665169,12.367954,76.735169,20:40:00,20:50:00,29-03-2022,Windy,Jam,Buffet,scooter,1,Metropolitian,17,10.859744822338405,10,7
22.732225,75.874765,22.822225,75.964765,18:15:00,18:20:00,02-03-2022,Fog,Medium,Buffet,scooter,1,Metropolitian,34,13.592319121658754,5,29
12.970324,77.645748,13.000324,77.675748,20:50:00,21:05:00,26-03-2022,Sandstorms,Jam,Snack,scooter,1,Urban,23,4.64849018953495,15,8
19.876994,75.372353,19.936994,75.432353,00:00:00,00:05:00,15-02-2022,Stormy,Low,Buffet,scooter,0,Metropolitian,26,9.142675622541825,5,21
12.978453,77.643685,13.058453,77.723685,18:50:00,19:00:00,06-03-2022,Cloudy,Medium,Meal,motorcycle,2,Metropolitian,41,12.39518332634847,10,31
22.308096,73.167753,22.318096,73.177753,10:35:00,10:45:00,03-03-2022,Sunny,Low,Drinks,motorcycle,0,Metropolitian,28,1.5125517325857614,10,18
26.913483,75.803139,26.943483,75.833139,19:15:00,19:20:00,01-04-2022,Fog,Jam,Meal,motorcycle,1,Urban,29,4.463971443337315,5,24
26.471529,80.313458,26.581529,80.423458,19:35:00,19:50:00,16-02-2022,Sandstorms,Jam,Buffet,scooter,0,Metropolitian,16,16.39307191194414,15,1
19.22384,72.841347,19.25384,72.871347,18:10:00,18:25:00,05-03-2022,Fog,Medium,Drinks,scooter,0,Metropolitian,17,4.580084639727018,15,2
21.149569,72.772697,21.159569,72.782697,10:50:00,10:55:00,11-03-2022,Cloudy,Low,Buffet,motorcycle,1,Metropolitian,27,1.5180983458459458,5,22
22.695207,75.866059,22.745207,75.916059,17:50:00,17:55:00,30-03-2022,Windy,Medium,Drinks,motorcycle,1,Metropolitian,28,7.552708807307073,5,23
23.371292,85.327872,23.401292,85.357872,18:45:00,18:55:00,28-03-2022,Cloudy,Medium,Buffet,scooter,1,Urban,14,4.521558384389735,10,4
30.914057,75.83982,30.924057,75.84982,09:10:00,09:20:00,13-02-2022,Windy,Low,Drinks,electric_scooter,1,Metropolitian,13,1.4638371061422368,10,3
26.911927,75.797282,26.991927,75.877282,22:50:00,22:55:00,29-03-2022,Sandstorms,Low,Meal,motorcycle,0,Urban,23,11.90284831519326,5,18
21.185047,72.80859,21.255047,72.87859,18:25:00,18:40:00,04-04-2022,Stormy,Medium,Buffet,scooter,1,Metropolitian,26,10.62454186179098,15,11
26.910262,75.783013,26.960262,75.833013,19:35:00,19:50:00,03-03-2022,Stormy,Jam,Meal,motorcycle,1,Urban,39,7.439758078682357,15,24
23.218998,77.373573,23.328998,77.483573,21:55:00,22:10:00,12-02-2022,Stormy,Jam,Meal,motorcycle,1,Metropolitian,43,16.585332334883205,15,28
12.939496,77.625999,12.979496,77.665999,14:15:00,14:30:00,11-03-2022,Sunny,High,Buffet,electric_scooter,1,Metropolitian,24,6.198294172347366,15,9
11.001852,76.976268,11.071852,77.046268,17:15:00,17:20:00,31-03-2022,Cloudy,Medium,Meal,motorcycle,1,Metropolitian,35,10.884149321826849,5,30
26.47775,80.351569,26.55775,80.431569,19:15:00,19:20:00,12-02-2022,Sandstorms,Jam,Snack,scooter,0,Metropolitian,23,11.922632346573984,5,18
12.975996,80.221898,13.055996,80.301898,17:45:00,17:55:00,18-03-2022,Sunny,Medium,Buffet,motorcycle,0,Urban,10,12.395241983211326,10,0
23.359407,85.325055,23.399407,85.365055,13:30:00,13:35:00,26-03-2022,Cloudy,High,Drinks,motorcycle,1,Metropolitian,30,6.028884905756944,5,25
12.934179,77.615797,12.984179,77.665797,18:55:00,19:10:00,09-03-2022,Sunny,Medium,Snack,motorcycle,1,Metropolitian,22,7.747872373794997,15,7
17.428294,78.404423,17.538294,78.514423,19:10:00,19:20:00,04-03-2022,Cloudy,Jam,Snack,scooter,1,Metropolitian,31,16.87316634441488,10,21
23.359033,85.325347,23.369033,85.335347,10:45:00,10:55:00,03-04-2022,Fog,Low,Meal,motorcycle,1,Metropolitian,16,1.507299613990991,10,6
9.959778,76.296106,9.979778,76.316106,11:40:00,11:55:00,11-02-2022,Stormy,High,Drinks,scooter,1,Metropolitian,32,3.1149344622620894,15,17
15.544419,73.755736,15.574419,73.785736,19:45:00,19:50:00,15-02-2022,Fog,Jam,Drinks,scooter,0,Metropolitian,22,4.62333991163764,5,17
19.254567,72.848923,19.324567,72.918923,19:25:00,19:35:00,06-04-2022,Cloudy,Jam,Meal,scooter,2,Metropolitian,39,10.68533629683914,10,29
9.979186,76.317361,10.019186,76.357361,15:25:00,15:35:00,13-02-2022,Cloudy,Medium,Drinks,motorcycle,1,Metropolitian,16,6.229597220457505,10,6
11.001753,76.986241,11.031753,77.016241,17:20:00,17:30:00,26-03-2022,Windy,Medium,Drinks,motorcycle,1,Metropolitian,30,4.664788911693181,10,20
22.514688,88.393294,22.584688,88.463294,00:00:00,00:15:00,12-02-2022,Stormy,Low,Drinks,motorcycle,1,Metropolitian,15,10.57971182630296,15,0
11.008638,76.984311,11.118638,77.094311,19:00:00,19:05:00,08-03-2022,Fog,Medium,Snack,scooter,1,Metropolitian,35,17.10291141849602,5,30
30.328174,78.049117,30.458174,78.179117,21:15:00,21:25:00,16-02-2022,Sunny,Jam,Buffet,scooter,0,Metropolitian,30,19.073106603644696,10,20
23.416792,85.316842,23.456792,85.356842,16:00:00,16:15:00,05-03-2022,Sandstorms,Medium,Drinks,motorcycle,1,Urban,28,6.027713334627565,15,13
12.326356,76.619103,12.386356,76.679103,18:40:00,18:55:00,21-03-2022,Fog,Medium,Snack,scooter,0,Metropolitian,19,9.307954561040033,15,4
17.431668,78.408321,17.541668,78.518321,19:35:00,19:40:00,29-03-2022,Sandstorms,Jam,Buffet,motorcycle,1,Urban,41,16.87302018124156,5,36
18.55144,73.804855,18.66144,73.914855,19:10:00,19:20:00,20-03-2022,Stormy,Jam,Meal,electric_scooter,0,Urban,26,16.823086316712892,10,16
12.323225,76.630028,12.363225,76.670028,16:30:00,16:35:00,24-03-2022,Cloudy,Medium,Snack,electric_scooter,0,Metropolitian,14,6.205452157234974,5,9
13.091809,80.219104,13.161809,80.289104,21:40:00,21:55:00,16-03-2022,Windy,Jam,Buffet,scooter,1,Metropolitian,28,10.84351284874578,15,13
21.170096,72.789122,21.200096,72.819122,19:50:00,20:00:00,15-03-2022,Windy,Jam,Snack,motorcycle,1,Metropolitian,28,4.553866510569296,10,18
30.319528,78.040267,30.389528,78.110267,23:00:00,23:10:00,12-02-2022,Cloudy,Low,Snack,motorcycle,1,Metropolitian,41,10.2718349614809,10,31
13.058616,80.264151,13.118616,80.324151,21:10:00,21:20:00,21-03-2022,Fog,Jam,Snack,scooter,0,Metropolitian,27,9.295128065715456,10,17
26.892312,75.806896,26.932312,75.846896,15:55:00,16:05:00,28-03-2022,Sandstorms,Medium,Drinks,scooter,1,Metropolitian,31,5.952332346874528,10,21
15.5696,73.742294,15.6796,73.852294,18:00:00,18:05:00,12-02-2022,Stormy,Medium,Snack,motorcycle,2,Metropolitian,41,16.94970622811197,5,36
17.458998,78.500366,17.528998,78.570366,21:15:00,21:25:00,27-03-2022,Cloudy,Jam,Meal,scooter,1,Metropolitian,41,10.737174994526413,10,31
17.451976,78.385883,17.531976,78.465883,23:15:00,23:25:00,27-03-2022,Stormy,Low,Buffet,scooter,1,Metropolitian,29,12.271120715074574,10,19
18.563934,73.915367,18.583935,73.935367,10:20:00,10:25:00,05-03-2022,Fog,Low,Snack,motorcycle,1,Metropolitian,23,3.059094162826021,5,18
22.745049,75.892471,22.825049,75.972471,20:35:00,20:40:00,16-03-2022,Fog,Jam,Buffet,scooter,1,Metropolitian,43,12.081749497524871,5,38
9.970717,76.285447,10.040717,76.355447,19:35:00,19:40:00,16-02-2022,Sandstorms,Jam,Snack,electric_scooter,0,Metropolitian,16,10.901689125862386,5,11
26.911378,75.789034,27.001378,75.879034,18:15:00,18:30:00,12-03-2022,Cloudy,Medium,Snack,motorcycle,1,Urban,44,13.390474440529411,15,29
19.131141,72.813074,19.221141,72.903074,17:10:00,17:20:00,27-03-2022,Sandstorms,Medium,Drinks,motorcycle,2,Metropolitian,34,13.742674023125575,10,24
12.933284,77.615428,12.943284,77.625428,09:40:00,09:50:00,09-03-2022,Sandstorms,Low,Buffet,motorcycle,1,Metropolitian,23,1.5496365424392635,10,13
19.178321,72.834715,19.218321,72.874715,15:30:00,15:40:00,17-03-2022,Windy,Medium,Buffet,scooter,1,Metropolitian,24,6.107475196286279,10,14
17.426228,78.407495,17.476228,78.457495,21:35:00,21:40:00,19-03-2022,Sandstorms,Jam,Buffet,motorcycle,1,Metropolitian,21,7.670252503433443,5,16
15.546594,73.760431,15.626594,73.840431,23:55:00,00:10:00,12-02-2022,Fog,Low,Meal,motorcycle,1,Metropolitian,22,12.328137037460342,15,7
19.207222,72.972281,19.287222,73.052281,00:00:00,00:05:00,04-04-2022,Fog,Low,Snack,motorcycle,1,Metropolitian,25,12.213270282424675,5,20
18.520016,73.830547,18.610016,73.920547,17:50:00,18:00:00,23-03-2022,Fog,Medium,Drinks,motorcycle,1,Metropolitian,31,13.76589635237766,10,21
11.021278,76.995017,11.101278,77.075017,18:50:00,18:55:00,18-03-2022,Cloudy,Medium,Meal,motorcycle,1,Metropolitian,34,12.438529701270443,5,29
13.049645,80.242268,13.069645,80.262268,09:35:00,09:50:00,24-03-2022,Sandstorms,Low,Snack,scooter,0,Metropolitian,22,3.098549726842482,15,7
13.064181,80.236442,13.144181,80.316442,18:45:00,19:00:00,02-04-2022,Sandstorms,Medium,Snack,motorcycle,1,Urban,27,12.393130080882312,15,12
22.732225,75.874765,22.802225,75.944765,00:00:00,00:15:00,14-03-2022,Cloudy,Low,Buffet,motorcycle,1,Metropolitian,23,10.572153060832282,15,8
21.186438,72.794115,21.266438,72.874115,21:25:00,21:30:00,10-03-2022,Sunny,Jam,Snack,motorcycle,0,Metropolitian,26,12.14209363668652,5,21
26.846156,75.8023,26.876156,75.8323,23:20:00,23:30:00,11-03-2022,Sandstorms,Low,Snack,motorcycle,1,Metropolitian,29,4.465127386866464,10,19
23.357804,85.325146,23.417804,85.385146,20:45:00,20:55:00,03-03-2022,Sandstorms,Jam,Buffet,electric_scooter,1,Metropolitian,13,9.04307025837713,10,3
17.430448,78.418213,17.480448,78.468213,19:50:00,19:55:00,03-04-2022,Sunny,Jam,Drinks,motorcycle,2,Metropolitian,47,7.670169545372539,5,42
12.3085,76.665808,12.3585,76.715808,17:30:00,17:40:00,28-03-2022,Sunny,Medium,Snack,scooter,1,Metropolitian,21,7.756952986806898,10,11
30.899992,75.831338,30.959992,75.891338,17:35:00,17:45:00,17-02-2022,Windy,Medium,Drinks,scooter,1,Metropolitian,31,8.782604765940716,10,21
11.026117,76.944652,11.036117,76.954652,08:20:00,08:35:00,19-03-2022,Stormy,Low,Meal,motorcycle,1,Metropolitian,22,1.554893122541528,15,7
